Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,23404,2023-03-10,-0.024968437,-0.006858409,-0.007247097,21,65
Market-Adjusted Model,23407,2023-03-10,-0.05294565,-0.036514354,-0.035224311,21,49
Market-Adjusted Model,23408,2023-03-10,0.0057970499,0.0223317699,0.0235183895,21,49
Market-Adjusted Model,23409,2023-03-10,0.2366014918,0.2373535934,0.2543228314,21,66
Market-Adjusted Model,23410,2023-03-10,-0.139352656,-0.129665974,-0.121631316,21,66
Market-Adjusted Model,23411,2023-03-10,0.0048591049,0.0213442395,0.0225804445,21,63
Market-Adjusted Model,23412,2023-03-10,-0.004815443,0.0186428567,0.012905897,21,65
Market-Adjusted Model,23414,2023-03-10,-0.018354152,-0.001052258,-0.000632812,21,55
Market-Adjusted Model,23415,2023-03-10,-0.028790805,0.0195440841,-0.011069465,21,49
Market-Adjusted Model,23416,2023-03-10,-0.15434105,-0.139031972,-0.13661971,21,61
Market-Adjusted Model,23417,2023-03-10,0.1544403994,0.1954719153,0.172161739,21,49
Market-Adjusted Model,23418,2023-03-10,0.023233279,0.0395889189,0.0409546186,21,53
Market-Adjusted Model,23419,2023-03-10,-0.090714397,-0.075689812,-0.072993057,21,66
Market-Adjusted Model,23420,2023-03-10,0.1467611392,0.1600486373,0.1644824788,21,66
Market-Adjusted Model,23423,2023-03-10,0.1654033291,0.186355406,0.1831246687,21,59
Market-Adjusted Model,23424,2023-03-10,-0.033934318,0.0039257424,-0.016212978,21,56
Market-Adjusted Model,23425,2023-03-10,0.0067632552,0.0232485285,0.0244845948,21,53
Market-Adjusted Model,23426,2023-03-10,-0.123404243,-0.103829578,-0.105682904,21,52
Market-Adjusted Model,23427,2023-03-10,-0.329479774,-0.344024519,-0.311758434,21,50
Market-Adjusted Model,23428,2023-03-10,0.0258823829,0.0472743029,0.0436037226,21,60
Market-Adjusted Model,23429,2023-03-10,-0.013339777,0.0040655164,0.0043815621,21,65
Market-Adjusted Model,23430,2023-03-10,-0.209323196,-0.18254928,-0.191601856,21,62
Market-Adjusted Model,23431,2023-03-10,-0.318729098,-0.221550413,-0.301007759,21,64
Market-Adjusted Model,23441,2023-03-10,0.016010654,0.0334175127,0.0337319936,21,41
Market-Adjusted Model,23442,2023-03-10,-0.098786292,-0.084511772,-0.081064953,21,40
Market-Adjusted Model,23447,2023-03-10,0.1709402201,0.1820820033,0.1886615597,21,43
Market-Adjusted Model,23452,2023-03-10,0.0068736973,0.0233714315,0.0245950369,21,40
Market-Adjusted Model,23453,2023-03-10,0.0427088015,0.0612367058,0.0604301411,21,45
Market-Adjusted Model,23458,2023-03-10,0.0317964495,0.0535455222,0.0495177891,21,47
Market-Adjusted Model,23459,2023-03-10,-0.006432052,0.0101766163,0.011289288,21,45
Market-Adjusted Model,23466,2023-03-10,0.1073160923,0.1403394225,0.125037432,21,40
Market-Adjusted Model,23467,2023-03-10,-0.057177917,-0.041056628,-0.039456577,21,46
Market-Adjusted Model,23468,2023-03-10,-0.08411597,-0.069118401,-0.06639463,21,45
Market-Adjusted Model,23469,2023-03-10,-0.127670513,-0.113575868,-0.109949174,21,40
Market-Adjusted Model,23473,2023-03-10,-0.127257769,-0.113118364,-0.109536429,21,100
Market-Adjusted Model,23476,2023-03-10,-0.081936007,-0.066711211,-0.064214667,21,46
Market-Adjusted Model,23478,2023-03-10,-0.000209727,0.0176026222,0.0175116123,21,40
Market-Adjusted Model,23484,2023-03-10,-0.046214479,-0.026675469,-0.02849314,21,40
Market-Adjusted Model,23486,2023-03-10,0.1227214379,0.1383398451,0.1404427775,21,41
Market-Adjusted Model,23487,2023-03-10,0.0196991338,0.0360740103,0.0374204734,21,41
Market-Adjusted Model,23491,2023-03-10,-0.09179376,-0.076675855,-0.07407242,21,46
Market-Adjusted Model,23492,2023-03-10,-0.032130368,-0.015838792,-0.014409028,21,42
Market-Adjusted Model,23493,2023-03-10,-0.03399517,-0.016135999,-0.01627383,21,42
Market-Adjusted Model,23495,2023-03-10,-0.021411307,-0.003433354,-0.003689968,21,45
Market-Adjusted Model,23496,2023-03-10,-0.084485775,-0.069423693,-0.066764435,21,45
Market-Adjusted Model,23536,2023-03-10,0.0232711629,0.0428420394,0.0409925025,21,100
Market-Adjusted Model,23579,2023-03-10,-0.081108235,-0.065070181,-0.063386896,21,100
Market-Adjusted Model,23660,2023-03-10,-0.001852863,0.0164991769,0.0158684764,21,100
Market-Adjusted Model,23712,2023-03-10,-0.019490192,0.0001933943,-0.001768853,21,100
Market-Adjusted Model,23799,2023-03-10,0.1696113201,0.179325043,0.1873326597,21,100
Market-Adjusted Model,23819,2023-03-10,-0.179389419,-0.169423273,-0.16166808,21,100
Market-Adjusted Model,23835,2023-03-10,-0.070246411,-0.054514946,-0.052525071,21,100
Market-Adjusted Model,23931,2023-03-10,-0.003906602,0.015910593,0.013814738,21,100
Market-Adjusted Model,24010,2023-03-10,-0.032922951,-0.0135496,-0.015201612,21,100
Market-Adjusted Model,24053,2023-03-10,-0.011368117,0.0078169053,0.0063532231,21,100
Market-Adjusted Model,24109,2023-03-10,-0.017859144,0.0019493552,-0.000137804,21,100
Market-Adjusted Model,24205,2023-03-10,0.0454565125,0.0629421411,0.0631778521,21,100
Market-Adjusted Model,24248,2023-03-10,0.0312805149,0.0503883322,0.0490018545,21,100
Market-Adjusted Model,24272,2023-03-10,-0.036942057,-0.018908918,-0.019220718,21,100
Market-Adjusted Model,24328,2023-03-10,-0.059402958,-0.033629811,-0.041681619,21,100
Market-Adjusted Model,24440,2023-03-10,-0.042930033,-0.024386235,-0.025208694,21,100
Market-Adjusted Model,24441,2023-03-10,0.0963455093,0.1173926878,0.1140668489,21,100
Market-Adjusted Model,24459,2023-03-10,-0.175771973,-0.162971186,-0.158050634,21,100
Market-Adjusted Model,24643,2023-03-10,-0.04235067,-0.023023864,-0.024629331,21,100
Market-Adjusted Model,24766,2023-03-10,-0.040602908,-0.023855041,-0.022881568,21,100
Market-Adjusted Model,24969,2023-03-10,-0.01343242,0.0051246293,0.0042889192,21,100
Market-Adjusted Model,24985,2023-03-10,-0.003384119,0.0164993436,0.0143372208,21,100
Market-Adjusted Model,25081,2023-03-10,-0.413520877,-0.444945569,-0.395799537,21,100
Market-Adjusted Model,25129,2023-03-10,-0.119036644,-0.10512032,-0.101315304,21,100
Market-Adjusted Model,25232,2023-03-10,-0.125036824,-0.112286497,-0.107315484,21,100
Market-Adjusted Model,25304,2023-03-10,-0.269185376,-0.268789789,-0.251464037,21,100
Market-Adjusted Model,25320,2023-03-10,0.0280867414,0.0453234403,0.0458080811,21,100
Market-Adjusted Model,25419,2023-03-10,-0.087445091,-0.07283316,-0.069723752,21,100
Market-Adjusted Model,25452,2023-03-10,-0.270833324,-0.280320899,-0.253111984,21,100
Market-Adjusted Model,25487,2023-03-10,-0.183664235,-0.175108764,-0.165942896,21,100
Market-Adjusted Model,25582,2023-03-10,-0.073217853,-0.057825772,-0.055496514,21,100
Market-Adjusted Model,25590,2023-03-10,-0.034333267,-0.01630111,-0.016611927,21,100
Market-Adjusted Model,25785,2023-03-10,-0.046395981,-0.025403449,-0.028674641,21,100
Market-Adjusted Model,25953,2023-03-10,-0.047030716,-0.028797473,-0.029309376,21,100
Market-Adjusted Model,26084,2023-03-10,-0.01331563,0.0087999778,0.0044057092,21,100
Market-Adjusted Model,26201,2023-03-10,-0.244500276,-0.237640413,-0.226778937,21,100
Market-Adjusted Model,26403,2023-03-10,-0.075199071,-0.059264058,-0.057477731,21,100
Market-Adjusted Model,26607,2023-03-10,-0.047525693,-0.02942236,-0.029804353,21,100
Market-Adjusted Model,26649,2023-03-10,0.1042988437,0.1212907228,0.1220201833,21,100
Market-Adjusted Model,26650,2023-03-10,-0.104878177,-0.087942422,-0.087156837,21,100
Market-Adjusted Model,26710,2023-03-10,-0.1011532,-0.085826374,-0.083431861,21,100
Market-Adjusted Model,26825,2023-03-10,-0.031581926,-0.01504633,-0.013860586,21,100
Market-Adjusted Model,27167,2023-03-10,0.1295337327,0.175681018,0.1472550723,21,100
Market-Adjusted Model,27334,2023-03-10,-0.173906263,-0.168997134,-0.156184923,21,100
Market-Adjusted Model,27422,2023-03-10,-0.134128115,-0.114443297,-0.116406775,21,100
Market-Adjusted Model,27511,2023-03-10,-0.239636782,-0.245564244,-0.221915443,21,100
Market-Adjusted Model,27562,2023-03-10,0.0309551886,0.0500143409,0.0486765283,21,100
Market-Adjusted Model,27617,2023-03-10,-0.019710389,0.0018862862,-0.001989049,21,100
Market-Adjusted Model,27618,2023-03-10,0.3020388068,0.2924377677,0.3197601464,21,100
Market-Adjusted Model,27633,2023-03-10,-0.137750348,-0.127708936,-0.120029009,21,100
Market-Adjusted Model,27684,2023-03-10,-0.046741356,-0.029106493,-0.029020016,21,100
Market-Adjusted Model,27828,2023-03-10,-0.053026416,-0.036130478,-0.035305076,21,100
Market-Adjusted Model,27887,2023-03-10,-0.031597108,-0.011902441,-0.013875768,21,100
Market-Adjusted Model,27888,2023-03-10,-0.217258115,-0.210241278,-0.199536776,21,100
Market-Adjusted Model,27909,2023-03-10,-0.062499983,-0.043057846,-0.044778643,21,100
Market-Adjusted Model,27959,2023-03-10,-0.025505926,-0.006426592,-0.007784586,21,100
Market-Adjusted Model,27975,2023-03-10,-0.143845561,-0.126693696,-0.126124222,21,100
Market-Adjusted Model,27983,2023-03-10,-0.119205325,-0.106242778,-0.101483985,21,100
Market-Adjusted Model,27991,2023-03-10,0.0523303913,0.0715205658,0.0700517309,21,100
Market-Adjusted Model,28118,2023-03-10,-0.034279281,-0.004759063,-0.016557941,21,100
Market-Adjusted Model,28222,2023-03-10,-0.043078747,-0.025419026,-0.025357408,21,100
Market-Adjusted Model,28302,2023-03-10,0.0136094374,0.0310031371,0.031330777,21,100
Market-Adjusted Model,28345,2023-03-10,-0.118998974,-0.102032369,-0.101277634,21,100
Market-Adjusted Model,28388,2023-03-10,-0.350860424,-0.39919126,-0.333139085,21,100
Market-Adjusted Model,28484,2023-03-10,-0.094967621,-0.075691718,-0.077246282,21,100
Market-Adjusted Model,28564,2023-03-10,0.0274160549,0.0455766481,0.0451373945,21,100
Market-Adjusted Model,28629,2023-03-10,0.0966292868,0.1103618819,0.1143506264,21,100
Market-Adjusted Model,28804,2023-03-10,-0.200796441,-0.201553326,-0.183075102,21,100
Market-Adjusted Model,29058,2023-03-10,0.1187323699,0.1415391399,0.1364537095,21,100
Market-Adjusted Model,29102,2023-03-10,-0.239472173,-0.241407286,-0.221750833,21,100
Market-Adjusted Model,29209,2023-03-10,-0.011223691,0.0067121487,0.0064976484,21,100
Market-Adjusted Model,29612,2023-03-10,-0.048338582,-0.029972157,-0.030617242,21,100
Market-Adjusted Model,29647,2023-03-10,0.0008798832,0.0180114303,0.0186012228,21,100
Market-Adjusted Model,29744,2023-03-10,0.0085483604,0.066813913,0.0262697,21,100
Market-Adjusted Model,29890,2023-03-10,-0.09576611,-0.080276692,-0.07804477,21,100
Market-Adjusted Model,29938,2023-03-10,-0.020569685,-0.002079911,-0.002848345,21,100
Market-Adjusted Model,29946,2023-03-10,-0.03077155,-0.012486208,-0.01305021,21,100
Market-Adjusted Model,30437,2023-03-10,-0.04434748,-0.027719324,-0.026626141,21,100
Market-Adjusted Model,30509,2023-03-10,0.0275883328,0.0474511323,0.0453096724,21,100
Market-Adjusted Model,30648,2023-03-10,0.0249859433,0.0446971831,0.0427072829,21,100
Market-Adjusted Model,30680,2023-03-10,-0.112509497,-0.094151951,-0.094788158,21,100
Market-Adjusted Model,30681,2023-03-10,-0.039190556,-0.021336549,-0.021469217,21,100
Market-Adjusted Model,30796,2023-03-10,0.3859028964,0.3571073591,0.403624236,21,100
Market-Adjusted Model,30940,2023-03-10,-0.10358393,-0.089326336,-0.08586259,21,100
Market-Adjusted Model,31051,2023-03-10,-0.220000029,-0.226421445,-0.20227869,21,100
Market-Adjusted Model,31480,2023-03-10,-0.054892674,0.0023120828,-0.037171335,21,100
Market-Adjusted Model,31668,2023-03-10,-0.192837477,-0.18268121,-0.175116138,21,100
Market-Adjusted Model,31691,2023-03-10,-0.039572623,-0.018018462,-0.021851284,21,100
Market-Adjusted Model,32062,2023-03-10,-0.051172761,-0.03070999,-0.033451421,21,100
Market-Adjusted Model,32651,2023-03-10,0.1787251378,0.1888820219,0.1964464775,21,100
Market-Adjusted Model,32678,2023-03-10,-0.054855427,-0.035736677,-0.037134087,21,100
Market-Adjusted Model,32707,2023-03-10,-0.169166398,-0.15861807,-0.151445058,21,100
Market-Adjusted Model,32791,2023-03-10,-0.145163843,-0.127313707,-0.127442504,21,100
Market-Adjusted Model,32803,2023-03-10,-0.099903813,-0.080152994,-0.082182473,21,100
Market-Adjusted Model,32870,2023-03-10,-0.146045008,-0.138907549,-0.128323668,21,100
Market-Adjusted Model,32942,2023-03-10,-0.075522946,-0.057497518,-0.057801606,21,100
Market-Adjusted Model,32986,2023-03-10,-0.058286734,-0.040695007,-0.040565394,21,100
Market-Adjusted Model,33099,2023-03-10,-0.065198541,-0.046574638,-0.047477202,21,100
Market-Adjusted Model,33209,2023-03-10,0.7933884145,0.8859612236,0.8111097541,21,100
Market-Adjusted Model,33452,2023-03-10,-0.023255834,-0.004313952,-0.005534494,21,100
Market-Adjusted Model,33532,2023-03-10,0.1535691092,0.16350423,0.1712904488,21,100
Market-Adjusted Model,33770,2023-03-10,-0.037037093,-0.002202639,-0.019315753,21,100
Market-Adjusted Model,33823,2023-03-10,-0.225373751,-0.22439814,-0.207652411,21,100
Market-Adjusted Model,33849,2023-03-10,-0.09615381,-0.081484674,-0.07843247,21,100
Market-Adjusted Model,34032,2023-03-10,-0.097972929,-0.083950191,-0.08025159,21,100
Market-Adjusted Model,34367,2023-03-10,-0.151515116,-0.139307698,-0.133793776,21,100
Market-Adjusted Model,34497,2023-03-10,-0.063082864,-0.044381634,-0.045361525,21,100
Market-Adjusted Model,34666,2023-03-10,-0.111637562,-0.085851729,-0.093916222,21,100
Market-Adjusted Model,34673,2023-03-10,-0.109004698,-0.087803355,-0.091283358,21,100
Market-Adjusted Model,34746,2023-03-10,-0.293203883,-0.30855643,-0.275482544,21,100
Market-Adjusted Model,34817,2023-03-10,-0.089656439,-0.069660678,-0.0719351,21,100
Market-Adjusted Model,34833,2023-03-10,-0.014641589,0.0060924841,0.0030797505,21,100
Market-Adjusted Model,34936,2023-03-10,-0.034269842,-0.01447949,-0.016548503,21,100
Market-Adjusted Model,34948,2023-03-10,-0.125741272,-0.105363457,-0.108019933,21,100
Market-Adjusted Model,35044,2023-03-10,-0.215424293,-0.212581151,-0.197702953,21,100
Market-Adjusted Model,35107,2023-03-10,-0.168753867,-0.157894171,-0.151032527,21,100
Market-Adjusted Model,35263,2023-03-10,-0.153174231,-0.142885134,-0.135452891,21,100
Market-Adjusted Model,35554,2023-03-10,-0.250843631,-0.261394249,-0.233122292,21,100
Market-Adjusted Model,35685,2023-03-10,-0.07778793,-0.054887586,-0.06006659,21,100
Market-Adjusted Model,35991,2023-03-10,0.0287979369,0.0505946998,0.0465192765,21,100
Market-Adjusted Model,36003,2023-03-10,0.037687673,0.0545532843,0.0554090127,21,100
Market-Adjusted Model,36281,2023-03-10,-0.056027526,-0.039841166,-0.038306187,21,100
Market-Adjusted Model,36346,2023-03-10,-0.091056261,-0.072229824,-0.073334921,21,100
Market-Adjusted Model,36397,2023-03-10,-0.319051589,-0.330625576,-0.30133025,21,100
Market-Adjusted Model,36468,2023-03-10,-0.050176293,-0.032474445,-0.032454954,21,100
Market-Adjusted Model,36768,2023-03-10,-0.074319318,-0.050087601,-0.056597978,21,100
Market-Adjusted Model,36898,2023-03-10,-0.047251661,-0.028966222,-0.029530321,21,100
Market-Adjusted Model,37154,2023-03-10,-0.100172749,-0.086231962,-0.082451409,21,100
Market-Adjusted Model,37381,2023-03-10,-0.102564112,-0.08323496,-0.084842773,21,100
Market-Adjusted Model,37402,2023-03-10,-0.083728239,-0.068909166,-0.066006899,21,100
Market-Adjusted Model,37568,2023-03-10,-0.079472937,-0.063311216,-0.061751597,21,100
Market-Adjusted Model,37584,2023-03-10,-0.116599441,-0.104686602,-0.098878101,21,100
Market-Adjusted Model,37875,2023-03-10,-0.03755937,-0.018961852,-0.01983803,21,100
Market-Adjusted Model,38033,2023-03-10,-0.06980517,-0.050190608,-0.052083831,21,100
Market-Adjusted Model,38093,2023-03-10,0.0040224189,0.0233121318,0.0217437585,21,100
Market-Adjusted Model,38156,2023-03-10,-0.060063669,-0.043483044,-0.042342329,21,100
Market-Adjusted Model,38295,2023-03-10,-0.082208999,-0.063961132,-0.064487659,21,100
Market-Adjusted Model,38659,2023-03-10,-0.057042215,-0.040400619,-0.039320876,21,100
Market-Adjusted Model,38703,2023-03-10,-0.216648656,-0.217750804,-0.198927316,21,100
Market-Adjusted Model,38746,2023-03-10,0.0844621099,0.1068418988,0.1021834495,21,100
Market-Adjusted Model,38762,2023-03-10,-0.041218627,-0.022606511,-0.023497287,21,100
Market-Adjusted Model,38850,2023-03-10,-0.006006498,0.0128411711,0.0117148421,21,100
Market-Adjusted Model,39220,2023-03-10,-0.095057032,-0.078089435,-0.077335692,21,100
Market-Adjusted Model,39490,2023-03-10,-0.11784255,-0.097749774,-0.10012121,21,100
Market-Adjusted Model,39538,2023-03-10,-0.121424713,-0.109533712,-0.103703373,21,100
Market-Adjusted Model,39571,2023-03-10,-0.017780937,0.0006108776,-0.000059597,21,100
Market-Adjusted Model,39642,2023-03-10,0.0071850706,0.0245794181,0.0249064102,21,100
Market-Adjusted Model,39693,2023-03-10,-0.10837209,-0.095025927,-0.09065075,21,100
Market-Adjusted Model,39731,2023-03-10,-0.29158226,-0.318147539,-0.27386092,21,100
Market-Adjusted Model,39917,2023-03-10,-0.075564356,-0.059131333,-0.057843016,21,100
Market-Adjusted Model,40125,2023-03-10,-0.175723344,-0.167672349,-0.158002004,21,100
Market-Adjusted Model,40272,2023-03-10,-0.102927048,-0.089645283,-0.085205708,21,100
Market-Adjusted Model,40440,2023-03-10,-0.726476493,-0.911554156,-0.708755154,21,100
Market-Adjusted Model,40539,2023-03-10,-0.037041766,-0.019937003,-0.019320427,21,100
Market-Adjusted Model,41080,2023-03-10,-0.095938018,-0.080741772,-0.078216679,21,100
Market-Adjusted Model,41187,2023-03-10,-0.102015962,-0.087121677,-0.084294622,21,100
Market-Adjusted Model,41188,2023-03-10,-0.100019162,-0.077987102,-0.082297823,21,100
Market-Adjusted Model,41217,2023-03-10,-0.165097855,-0.160199858,-0.147376515,21,100
Market-Adjusted Model,41241,2023-03-10,0.0337355075,0.0551021891,0.0514568472,21,100
Market-Adjusted Model,41292,2023-03-10,-0.078236157,-0.059179792,-0.060514818,21,100
Market-Adjusted Model,41355,2023-03-10,-0.080628101,-0.062349632,-0.062906761,21,100
Market-Adjusted Model,41452,2023-03-10,-0.21096932,-0.210808932,-0.193247981,21,100
Market-Adjusted Model,42059,2023-03-10,0.0031603507,0.023071774,0.0208816904,21,100
Market-Adjusted Model,42200,2023-03-10,-0.003359055,0.0171519718,0.0143622841,21,100
Market-Adjusted Model,42286,2023-03-10,-0.049674757,-0.028278185,-0.031953417,21,100
Market-Adjusted Model,42358,2023-03-10,-0.223484902,-0.223075981,-0.205763563,21,100
Market-Adjusted Model,42439,2023-03-10,-0.148606759,-0.130422246,-0.130885419,21,100
Market-Adjusted Model,42550,2023-03-10,0.0535266387,0.0703594189,0.0712479784,21,100
Market-Adjusted Model,42585,2023-03-10,0.0365183368,0.0538773014,0.0542396764,21,100
Market-Adjusted Model,42614,2023-03-10,-0.034627636,-0.015043142,-0.016906296,21,100
Market-Adjusted Model,42877,2023-03-10,-0.101919391,-0.088008219,-0.084198051,21,100
Market-Adjusted Model,42906,2023-03-10,-0.274910849,-0.280179666,-0.257189509,21,100
Market-Adjusted Model,42922,2023-03-10,-0.087535009,-0.071474282,-0.069813669,21,100
Market-Adjusted Model,43123,2023-03-10,-0.067012841,-0.04460895,-0.049291501,21,100
Market-Adjusted Model,43334,2023-03-10,-0.164804426,-0.141033639,-0.147083086,21,100
Market-Adjusted Model,43350,2023-03-10,-0.136938606,-0.127408628,-0.119217266,21,100
Market-Adjusted Model,43449,2023-03-10,0.0229129741,0.0400695665,0.0406343137,21,100
Market-Adjusted Model,43481,2023-03-10,0.0179352213,0.0381983003,0.0356565609,21,100
Market-Adjusted Model,43553,2023-03-10,-0.164449682,-0.155404565,-0.146728342,21,100
Market-Adjusted Model,44134,2023-03-10,-0.082947666,-0.064239428,-0.065226326,21,100
Market-Adjusted Model,44206,2023-03-10,-0.020648143,-0.001640884,-0.002926804,21,100
Market-Adjusted Model,44230,2023-03-10,-0.02398526,0.0008313453,-0.006263921,21,100
Market-Adjusted Model,44329,2023-03-10,0.0573402781,0.0754083633,0.0750616177,21,100
Market-Adjusted Model,44601,2023-03-10,-0.06218362,-0.045794717,-0.044462281,21,100
Market-Adjusted Model,44644,2023-03-10,-0.03334087,-0.016181117,-0.01561953,21,100
