Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,87121,2023-03-10,-0.27142857,-0.277153544,-0.25370723,21,100
Market-Adjusted Model,87128,2023-03-10,-0.00430107,0.0147381704,0.0134202698,21,100
Market-Adjusted Model,87137,2023-03-10,-0.137962141,-0.124092805,-0.120240801,21,100
Market-Adjusted Model,87162,2023-03-10,0.0114504622,0.0345658406,0.0291718018,21,100
Market-Adjusted Model,87179,2023-03-10,-0.034246574,-0.016669109,-0.016525235,21,100
Market-Adjusted Model,87198,2023-03-10,-0.07492793,-0.056930472,-0.057206591,21,100
Market-Adjusted Model,87204,2023-03-10,0.018255607,0.0425563271,0.0359769466,21,100
Market-Adjusted Model,87212,2023-03-10,-0.089573133,-0.074709668,-0.071851793,21,100
Market-Adjusted Model,87227,2023-03-10,-0.060102334,-0.042103156,-0.042380994,21,100
Market-Adjusted Model,87251,2023-03-10,-0.045939669,-0.027516654,-0.028218329,21,100
Market-Adjusted Model,87267,2023-03-10,-0.061106681,-0.043998959,-0.043385342,21,100
Market-Adjusted Model,87268,2023-03-10,0.0371785837,0.0735029408,0.0548999233,21,100
Market-Adjusted Model,87269,2023-03-10,-0.228705714,-0.23249286,-0.210984374,21,100
Market-Adjusted Model,87280,2023-03-10,0.0209440449,0.0394855837,0.0386653845,21,100
Market-Adjusted Model,87285,2023-03-10,-0.042881648,-0.026039077,-0.025160308,21,100
Market-Adjusted Model,87289,2023-03-10,0.5972895677,0.6645054913,0.6150109073,21,100
Market-Adjusted Model,87293,2023-03-10,-0.067937211,-0.047874292,-0.050215871,21,100
Market-Adjusted Model,87299,2023-03-10,0.0119760725,0.0308601688,0.0296974121,21,100
Market-Adjusted Model,87302,2023-03-10,-0.096000003,-0.078081899,-0.078278663,21,100
Market-Adjusted Model,87318,2023-03-10,-0.216754357,-0.217137681,-0.199033017,21,100
Market-Adjusted Model,87321,2023-03-10,-0.154723108,-0.107351547,-0.137001768,21,100
Market-Adjusted Model,87337,2023-03-10,-0.233447111,-0.235488072,-0.215725772,21,100
Market-Adjusted Model,87344,2023-03-10,-0.226415102,-0.231736476,-0.208693763,21,100
Market-Adjusted Model,87356,2023-03-10,-0.016705014,0.0014632091,0.0010163261,21,100
Market-Adjusted Model,87361,2023-03-10,-0.061538503,-0.036455092,-0.043817163,21,100
Market-Adjusted Model,87364,2023-03-10,-0.03135886,-0.006367987,-0.013637521,21,100
Market-Adjusted Model,87394,2023-03-10,0.0731382631,0.0937065141,0.0908596027,21,100
Market-Adjusted Model,87404,2023-03-10,-0.170483476,-0.15399818,-0.152762136,21,100
Market-Adjusted Model,87426,2023-03-10,-0.076768566,-0.058656063,-0.059047226,21,100
Market-Adjusted Model,87430,2023-03-10,0.1586747674,0.1755201286,0.176396107,21,100
Market-Adjusted Model,87432,2023-03-10,-0.078491553,-0.061556465,-0.060770214,21,100
Market-Adjusted Model,87437,2023-03-10,-0.01260081,0.0173541436,0.0051205295,21,100
Market-Adjusted Model,87439,2023-03-10,-0.020039125,0.0323066723,-0.002317785,21,100
Market-Adjusted Model,87444,2023-03-10,-0.054421782,-0.037967551,-0.036700442,21,100
Market-Adjusted Model,87445,2023-03-10,-0.014425534,0.0040042103,0.0032958061,21,100
Market-Adjusted Model,87447,2023-03-10,0.0340669394,0.0510262314,0.051788279,21,100
Market-Adjusted Model,87471,2023-03-10,0.0946528908,0.1140626811,0.1123742304,21,100
Market-Adjusted Model,87476,2023-03-10,-0.235392882,-0.234657769,-0.217671542,21,100
Market-Adjusted Model,87487,2023-03-10,0.1852894463,0.2027305651,0.2030107859,21,100
Market-Adjusted Model,87501,2023-03-10,-0.064516198,-0.04390578,-0.046794858,21,100
Market-Adjusted Model,87505,2023-03-10,-0.17508985,-0.16866486,-0.15736851,21,100
Market-Adjusted Model,87508,2023-03-10,-0.021703704,0.0026141328,-0.003982364,21,100
Market-Adjusted Model,87510,2023-03-10,-0.371775456,-0.418364384,-0.354054117,21,100
Market-Adjusted Model,87532,2023-03-10,-0.095774624,-0.07349617,-0.078053285,21,100
Market-Adjusted Model,87533,2023-03-10,-0.008534566,0.0382798857,0.0091867741,21,100
Market-Adjusted Model,87541,2023-03-10,-0.021709389,-0.002193988,-0.00398805,21,100
Market-Adjusted Model,87583,2023-03-10,-0.287081298,-0.290911688,-0.269359959,21,100
Market-Adjusted Model,87589,2023-03-10,-0.216355161,-0.218801774,-0.198633822,21,100
Market-Adjusted Model,87608,2023-03-10,0.0071428504,0.0241223622,0.02486419,21,100
Market-Adjusted Model,87614,2023-03-10,-0.164070603,-0.154829855,-0.146349263,21,100
Market-Adjusted Model,87656,2023-03-10,0.1782609077,0.2241011195,0.1959822474,21,100
Market-Adjusted Model,87657,2023-03-10,0.0409899495,0.0612213363,0.0587112891,21,100
Market-Adjusted Model,87658,2023-03-10,0.7333334435,0.6238032051,0.7510547831,21,100
Market-Adjusted Model,87659,2023-03-10,-0.034334064,-0.015227051,-0.016612725,21,100
Market-Adjusted Model,87662,2023-03-10,0.0171652959,0.03566961,0.0348866355,21,100
Market-Adjusted Model,87666,2023-03-10,-0.072622445,-0.056899753,-0.054901105,21,100
Market-Adjusted Model,87717,2023-03-10,-0.030165213,-0.012156803,-0.012443873,21,100
Market-Adjusted Model,87725,2023-03-10,-0.064543426,-0.044778595,-0.046822086,21,100
Market-Adjusted Model,87753,2023-03-10,-0.154228836,-0.126132792,-0.136507497,21,100
Market-Adjusted Model,87759,2023-03-10,0.1271968492,0.1834768041,0.1449181888,21,100
Market-Adjusted Model,87812,2023-03-10,-0.040932033,-0.022697806,-0.023210694,21,100
Market-Adjusted Model,87825,2023-03-10,-0.198156702,-0.185309753,-0.180435363,21,100
Market-Adjusted Model,87832,2023-03-10,-0.030588262,-0.012461298,-0.012866923,21,100
Market-Adjusted Model,87842,2023-03-10,-0.229951871,-0.235543283,-0.212230531,21,100
Market-Adjusted Model,87952,2023-03-10,-0.104342267,-0.082587805,-0.086620928,21,100
Market-Adjusted Model,88031,2023-03-10,0.0135358781,0.0318388195,0.0312572177,21,100
Market-Adjusted Model,88159,2023-03-10,0.0602409205,0.0791211643,0.0779622601,21,100
Market-Adjusted Model,88167,2023-03-10,0.0319438913,0.0505772639,0.0496652309,21,100
Market-Adjusted Model,88173,2023-03-10,-0.053061262,0.0005671249,-0.035339922,21,100
Market-Adjusted Model,88174,2023-03-10,-0.724397563,-0.935858291,-0.706676224,21,100
Market-Adjusted Model,88177,2023-03-10,-0.02885716,0.0268731502,-0.01113582,21,100
Market-Adjusted Model,88181,2023-03-10,0.1494317406,0.1587483807,0.1671530802,21,100
Market-Adjusted Model,88182,2023-03-10,-0.007398926,0.0176957694,0.0103224137,21,100
Market-Adjusted Model,88183,2023-03-10,-0.138997389,-0.127201991,-0.12127605,21,100
Market-Adjusted Model,88195,2023-03-10,-0.431506872,-0.52012366,-0.413785532,21,100
Market-Adjusted Model,88197,2023-03-10,-0.174723352,-0.166310204,-0.157002012,21,100
Market-Adjusted Model,88203,2023-03-10,0.2521865961,0.2816883093,0.2699079357,21,100
Market-Adjusted Model,88208,2023-03-10,-0.089655172,-0.070998085,-0.071933833,21,100
Market-Adjusted Model,88214,2023-03-10,-0.013714509,0.0055718231,0.0040068306,21,100
Market-Adjusted Model,88215,2023-03-10,-0.008326694,0.0094339321,0.0093946456,21,100
Market-Adjusted Model,88216,2023-03-10,0.014488904,0.0320995665,0.0322102436,21,100
Market-Adjusted Model,88217,2023-03-10,-0.03425919,-0.016887145,-0.01653785,21,100
Market-Adjusted Model,88218,2023-03-10,-0.079442997,-0.063686605,-0.061721657,21,100
Market-Adjusted Model,88219,2023-03-10,-0.052544065,-0.035934949,-0.034822725,21,100
Market-Adjusted Model,88220,2023-03-10,0.0224536304,0.04019479,0.04017497,21,100
Market-Adjusted Model,88221,2023-03-10,-0.015440106,0.0022786737,0.0022812338,21,100
Market-Adjusted Model,88222,2023-03-10,-0.089040753,-0.074017261,-0.071319414,21,100
Market-Adjusted Model,88223,2023-03-10,-0.01898725,-0.001279234,-0.001265911,21,100
Market-Adjusted Model,88224,2023-03-10,-0.044205505,-0.02752924,-0.026484165,21,100
Market-Adjusted Model,88225,2023-03-10,0.0682675259,0.0846909472,0.0859888655,21,100
Market-Adjusted Model,88228,2023-03-10,-0.129814323,-0.117932947,-0.112092983,21,100
Market-Adjusted Model,88229,2023-03-10,-0.091252899,-0.076338585,-0.073531559,21,100
Market-Adjusted Model,88233,2023-03-10,0.0081387599,0.0256388558,0.0258600996,21,100
Market-Adjusted Model,88240,2023-03-10,-0.209580789,-0.206345611,-0.19185945,21,100
Market-Adjusted Model,88260,2023-03-10,-0.141975322,-0.128845313,-0.124253982,21,100
Market-Adjusted Model,88264,2023-03-10,-0.122065774,-0.090646749,-0.104344434,21,100
Market-Adjusted Model,88280,2023-03-10,-0.15030469,-0.138761898,-0.13258335,21,100
Market-Adjusted Model,88281,2023-03-10,-0.147351311,-0.137147905,-0.129629971,21,100
Market-Adjusted Model,88284,2023-03-10,-0.310240964,-0.335800602,-0.292519624,21,100
Market-Adjusted Model,88287,2023-03-10,-0.08146968,-0.057367281,-0.063748341,21,100
Market-Adjusted Model,88290,2023-03-10,0.0138145914,0.0316388385,0.031535931,21,100
Market-Adjusted Model,88291,2023-03-10,-0.03256078,-0.014984015,-0.01483944,21,100
Market-Adjusted Model,88292,2023-03-10,-0.007273342,0.0111944754,0.0104479975,21,100
Market-Adjusted Model,88294,2023-03-10,-0.082925103,-0.067033122,-0.065203763,21,100
Market-Adjusted Model,88295,2023-03-10,-0.040247117,-0.022972159,-0.022525777,21,100
Market-Adjusted Model,88296,2023-03-10,-0.015486956,0.0018541603,0.0022343838,21,100
Market-Adjusted Model,88297,2023-03-10,-0.133604068,-0.122183954,-0.115882729,21,100
Market-Adjusted Model,88298,2023-03-10,-0.07124812,-0.053558264,-0.05352678,21,100
Market-Adjusted Model,88299,2023-03-10,-0.008269367,0.0088798121,0.0094519721,21,100
Market-Adjusted Model,88301,2023-03-10,-0.041632116,-0.023203923,-0.023910776,21,100
Market-Adjusted Model,88302,2023-03-10,-0.015986519,0.0017438591,0.0017348209,21,100
Market-Adjusted Model,88310,2023-03-10,-0.148564261,-0.133410378,-0.130842921,21,100
Market-Adjusted Model,88319,2023-03-10,-0.076257937,-0.057093022,-0.058536597,21,100
Market-Adjusted Model,88332,2023-03-10,-0.162650591,-0.146285905,-0.144929251,21,100
Market-Adjusted Model,88341,2023-03-10,-0.072817742,-0.053768053,-0.055096402,21,100
Market-Adjusted Model,88343,2023-03-10,-0.654236065,-0.76309327,-0.636514725,21,100
Market-Adjusted Model,88351,2023-03-10,-0.191949023,-0.191433613,-0.174227683,21,100
Market-Adjusted Model,88352,2023-03-10,0.0916135398,0.1080877554,0.1093348794,21,100
Market-Adjusted Model,88360,2023-03-10,-0.092486227,-0.06765821,-0.074764888,21,100
Market-Adjusted Model,88362,2023-03-10,0.0820438093,0.1024327411,0.0997651489,21,100
Market-Adjusted Model,88372,2023-03-10,0.027450956,0.0585291241,0.0451722956,21,100
Market-Adjusted Model,88373,2023-03-10,-0.079807044,-0.064201454,-0.062085704,21,100
Market-Adjusted Model,88384,2023-03-10,-0.325773203,-0.354572099,-0.308051863,21,100
Market-Adjusted Model,88391,2023-03-10,-0.06653113,-0.047199976,-0.04880979,21,100
Market-Adjusted Model,88392,2023-03-10,0.236421644,0.2338639869,0.2541429837,21,100
Market-Adjusted Model,88396,2023-03-10,-0.100875631,-0.086697457,-0.083154291,21,100
Market-Adjusted Model,88397,2023-03-10,-0.024943277,-0.006146124,-0.007221937,21,100
Market-Adjusted Model,88398,2023-03-10,-0.056591124,-0.039625499,-0.038869784,21,100
Market-Adjusted Model,88399,2023-03-10,-0.111970579,-0.099183725,-0.094249239,21,100
Market-Adjusted Model,88401,2023-03-10,-0.067016282,-0.050322033,-0.049294942,21,100
Market-Adjusted Model,88402,2023-03-10,-0.038700335,-0.021450467,-0.020978995,21,100
Market-Adjusted Model,88403,2023-03-10,0.0111339876,0.0288064507,0.0288553272,21,100
Market-Adjusted Model,88404,2023-03-10,-0.102229263,-0.088327924,-0.084507924,21,100
Market-Adjusted Model,88405,2023-03-10,-0.029411782,-0.011131841,-0.011690442,21,100
Market-Adjusted Model,88406,2023-03-10,-0.109319183,-0.096188786,-0.091597843,21,100
Market-Adjusted Model,88407,2023-03-10,-0.073757046,-0.057485381,-0.056035707,21,100
Market-Adjusted Model,88411,2023-03-10,-0.020642231,0.0051474378,-0.002920891,21,100
Market-Adjusted Model,88417,2023-03-10,0.0319140696,0.0546669353,0.0496354092,21,100
Market-Adjusted Model,88427,2023-03-10,0.0040029314,0.0241213876,0.021724271,21,100
Market-Adjusted Model,88434,2023-03-10,-0.287495529,-0.286048512,-0.269774189,21,100
Market-Adjusted Model,88439,2023-03-10,-0.091501751,-0.070732582,-0.073780412,21,100
Market-Adjusted Model,88442,2023-03-10,-0.213441682,-0.206442544,-0.195720342,21,100
Market-Adjusted Model,88446,2023-03-10,0.088031665,0.1203668115,0.1057530047,21,100
Market-Adjusted Model,88462,2023-03-10,-0.049547787,-0.026817951,-0.031826447,21,100
Market-Adjusted Model,88467,2023-03-10,-0.087742825,-0.072907852,-0.070021486,21,100
Market-Adjusted Model,88471,2023-03-10,-0.235294168,-0.236435269,-0.217572828,21,100
Market-Adjusted Model,88485,2023-03-10,-0.171355496,-0.163196475,-0.153634156,21,100
Market-Adjusted Model,88487,2023-03-10,-0.043735213,-0.022948649,-0.026013874,21,100
Market-Adjusted Model,88490,2023-03-10,-0.170230951,-0.163762594,-0.152509611,21,100
Market-Adjusted Model,88504,2023-03-10,0.0541493922,0.0762155718,0.0718707318,21,100
Market-Adjusted Model,88507,2023-03-10,-0.066666673,-0.03050772,-0.048945333,21,100
Market-Adjusted Model,88511,2023-03-10,-0.138368836,-0.107669485,-0.120647497,21,100
Market-Adjusted Model,88518,2023-03-10,-0.015706831,0.0143489865,0.0020145088,21,100
Market-Adjusted Model,88526,2023-03-10,-0.123655921,-0.1096296,-0.105934582,21,100
Market-Adjusted Model,88534,2023-03-10,-0.024327794,-0.004546459,-0.006606455,21,100
Market-Adjusted Model,88542,2023-03-10,-0.180000025,-0.169805702,-0.162278686,21,100
Market-Adjusted Model,88546,2023-03-10,-0.061606808,-0.045313052,-0.043885468,21,100
Market-Adjusted Model,88564,2023-03-10,-0.081967269,-0.026203053,-0.064245929,21,100
Market-Adjusted Model,88568,2023-03-10,-0.072597449,-0.055459473,-0.054876109,21,100
Market-Adjusted Model,88593,2023-03-10,0.0465034238,0.0651378078,0.0642247634,21,100
Market-Adjusted Model,88595,2023-03-10,-0.069602816,-0.053690795,-0.051881476,21,100
Market-Adjusted Model,88597,2023-03-10,-0.074464765,-0.055241923,-0.056743426,21,100
Market-Adjusted Model,88604,2023-03-10,0.0150699248,0.0326765209,0.0327912644,21,100
Market-Adjusted Model,88606,2023-03-10,-0.034224463,-0.016847835,-0.016503123,21,100
Market-Adjusted Model,88607,2023-03-10,-0.074091509,-0.057644534,-0.056370169,21,100
Market-Adjusted Model,88608,2023-03-10,-0.108523603,-0.09525719,-0.090802263,21,100
Market-Adjusted Model,88609,2023-03-10,-0.038199742,-0.020936124,-0.020478403,21,100
Market-Adjusted Model,88610,2023-03-10,0.0315215323,0.0499582951,0.0492428719,21,100
Market-Adjusted Model,88612,2023-03-10,0.0500611495,0.0684770346,0.0677824892,21,100
Market-Adjusted Model,88615,2023-03-10,0.038888817,0.0585477881,0.0566101566,21,100
Market-Adjusted Model,88620,2023-03-10,-0.096703301,0.0158157062,-0.078981962,21,100
Market-Adjusted Model,88626,2023-03-10,-0.111111053,-0.097446757,-0.093389713,21,100
Market-Adjusted Model,88648,2023-03-10,-0.069423897,-0.052193006,-0.051702557,21,100
Market-Adjusted Model,88659,2023-03-10,0.0653685397,0.0840983978,0.0830898793,21,100
Market-Adjusted Model,88661,2023-03-10,-0.059608817,-0.042832377,-0.041887478,21,100
Market-Adjusted Model,88664,2023-03-10,-0.113185253,-0.095130061,-0.095463913,21,100
Market-Adjusted Model,88673,2023-03-10,-0.0692307,-0.025701323,-0.051509361,21,100
Market-Adjusted Model,88678,2023-03-10,-0.014094583,0.0036905699,0.0036267564,21,100
Market-Adjusted Model,88683,2023-03-10,-0.075471727,-0.060357039,-0.057750387,21,100
Market-Adjusted Model,88742,2023-03-10,-0.064318536,-0.041677315,-0.046597196,21,100
Market-Adjusted Model,88779,2023-03-10,-0.516981158,-0.608946323,-0.499259819,21,100
Market-Adjusted Model,88807,2023-03-10,-0.374917096,-0.435727703,-0.357195756,21,100
Market-Adjusted Model,88810,2023-03-10,-0.203821678,-0.174072224,-0.186100339,21,100
Market-Adjusted Model,88818,2023-03-10,-0.120250799,-0.102816158,-0.102529459,21,100
Market-Adjusted Model,88820,2023-03-10,-0.194760534,-0.186975871,-0.177039194,21,100
Market-Adjusted Model,88837,2023-03-10,-0.04220371,-0.024924949,-0.02448237,21,100
Market-Adjusted Model,88839,2023-03-10,0.065292026,0.0950068531,0.0830133656,21,100
Market-Adjusted Model,88841,2023-03-10,-0.066120171,-0.049326885,-0.048398831,21,100
Market-Adjusted Model,88853,2023-03-10,-0.200656951,-0.200512687,-0.182935611,21,100
Market-Adjusted Model,88854,2023-03-10,0.0108858241,0.0284136293,0.0286071637,21,100
Market-Adjusted Model,88857,2023-03-10,-0.022613651,-0.002851631,-0.004892311,21,100
Market-Adjusted Model,88860,2023-03-10,0.0040595211,0.026621483,0.0217808608,21,100
Market-Adjusted Model,88863,2023-03-10,0.0754502257,0.0975281112,0.0931715654,21,100
Market-Adjusted Model,88865,2023-03-10,-0.22644633,-0.22932068,-0.20872499,21,100
Market-Adjusted Model,88873,2023-03-10,-0.132537742,-0.118940682,-0.114816403,21,100
Market-Adjusted Model,88885,2023-03-10,0.0092591955,0.0283064386,0.0269805352,21,100
Market-Adjusted Model,88893,2023-03-10,-0.023756932,-0.005608367,-0.006035592,21,100
Market-Adjusted Model,88894,2023-03-10,-0.080299297,-0.063868964,-0.062577957,21,100
Market-Adjusted Model,88895,2023-03-10,-0.112612616,-0.096804217,-0.094891277,21,100
Market-Adjusted Model,88897,2023-03-10,-0.15712678,-0.13711774,-0.13940544,21,100
Market-Adjusted Model,88901,2023-03-10,-0.033907855,-0.017196769,-0.016186516,21,100
Market-Adjusted Model,88903,2023-03-10,0.0202169551,0.0574787604,0.0561163572,14,100
Market-Adjusted Model,88912,2023-03-10,-0.207681992,-0.204381671,-0.189960653,21,100
Market-Adjusted Model,88924,2023-03-10,-0.037871004,-0.020504543,-0.020149665,21,100
Market-Adjusted Model,88927,2023-03-10,0.0475675439,0.0650719736,0.0652888835,21,100
Market-Adjusted Model,88930,2023-03-10,0.0125130585,0.0292523066,0.0302343981,21,100
Market-Adjusted Model,88937,2023-03-10,-0.404624302,-0.467220072,-0.386902963,21,100
Market-Adjusted Model,88944,2023-03-10,-0.169817246,-0.163273797,-0.152095907,21,100
Market-Adjusted Model,88949,2023-03-10,0.2185707887,0.2295195368,0.2362921283,21,100
Market-Adjusted Model,88953,2023-03-10,-0.030778366,-0.011229845,-0.013057026,21,100
Market-Adjusted Model,88957,2023-03-10,0.0025622142,0.0202212168,0.0202835538,21,100
Market-Adjusted Model,88960,2023-03-10,-0.080150321,-0.064624857,-0.062428982,21,100
Market-Adjusted Model,88961,2023-03-10,-0.098139057,-0.083454904,-0.080417718,21,100
Market-Adjusted Model,88963,2023-03-10,-0.014540664,0.0040451315,0.0031806756,21,100
Market-Adjusted Model,88965,2023-03-10,-0.211494266,-0.209318071,-0.193772927,21,100
Market-Adjusted Model,88970,2023-03-10,-0.151869178,-0.140060491,-0.134147838,21,100
Market-Adjusted Model,88984,2023-03-10,-0.197435888,-0.195213212,-0.179714549,21,100
Market-Adjusted Model,88987,2023-03-10,-0.029215682,-0.004064227,-0.011494343,21,100
Market-Adjusted Model,88988,2023-03-10,0.0245206114,0.0459945025,0.0422419511,21,100
Market-Adjusted Model,88994,2023-03-10,-0.072916663,-0.051596323,-0.055195324,21,100
Market-Adjusted Model,89002,2023-03-10,-0.311507925,-0.341301887,-0.293786586,21,100
Market-Adjusted Model,89003,2023-03-10,-0.242483175,-0.245089079,-0.224761835,21,100
Market-Adjusted Model,89006,2023-03-10,0.0449523416,0.0616905314,0.0626736813,21,100
Market-Adjusted Model,89009,2023-03-10,-0.032552734,-0.016480877,-0.014831394,21,100
Market-Adjusted Model,89011,2023-03-10,-0.055033959,-0.039281627,-0.03731262,21,100
Market-Adjusted Model,89012,2023-03-10,0.0038285715,0.0207226187,0.0215499111,21,100
Market-Adjusted Model,89016,2023-03-10,-0.132414267,-0.122586253,-0.114692927,21,100
Market-Adjusted Model,89017,2023-03-10,-0.046290037,-0.027925934,-0.028568697,21,100
Market-Adjusted Model,89022,2023-03-10,-0.118603262,-0.104097591,-0.100881922,21,100
Market-Adjusted Model,89029,2023-03-10,-0.272613223,-0.256964185,-0.254891883,21,100
Market-Adjusted Model,89031,2023-03-10,0.1104389319,0.1290106052,0.1281602715,21,100
Market-Adjusted Model,89038,2023-03-10,-0.106644016,-0.093564724,-0.088922676,21,100
Market-Adjusted Model,89043,2023-03-10,-0.086356485,-0.071066897,-0.068635146,21,100
Market-Adjusted Model,89044,2023-03-10,0.1232060426,0.1369572533,0.1409273822,21,100
Market-Adjusted Model,89049,2023-03-10,0.0225107432,0.0392450845,0.0402320828,21,100
Market-Adjusted Model,89050,2023-03-10,-0.008965513,0.0077235822,0.0087558268,21,100
Market-Adjusted Model,89053,2023-03-10,-0.03778529,-0.021486652,-0.02006395,21,100
Market-Adjusted Model,89056,2023-03-10,-0.061861778,-0.044667938,-0.044140438,21,100
Market-Adjusted Model,89057,2023-03-10,-0.083649107,-0.068529886,-0.065927767,21,100
Market-Adjusted Model,89058,2023-03-10,-0.040290002,-0.022647566,-0.022568662,21,100
Market-Adjusted Model,89059,2023-03-10,-0.068234476,-0.052052609,-0.050513136,21,100
Market-Adjusted Model,89060,2023-03-10,0.0235658716,0.0423146281,0.0412872112,21,100
Market-Adjusted Model,89061,2023-03-10,0.0406435231,0.05938399,0.0583648628,21,100
Market-Adjusted Model,89062,2023-03-10,-0.011254202,0.0074738725,0.0064671375,21,100
Market-Adjusted Model,89063,2023-03-10,-0.076131764,-0.052654699,-0.058410425,21,100
Market-Adjusted Model,89068,2023-03-10,-0.083811723,-0.068864132,-0.066090384,21,100
Market-Adjusted Model,89070,2023-03-10,0.0233011546,0.0409871532,0.0410224942,21,100
Market-Adjusted Model,89071,2023-03-10,0.0028388765,0.023992985,0.0205602161,21,100
Market-Adjusted Model,89103,2023-03-10,-0.102161376,-0.087961804,-0.084440037,21,100
Market-Adjusted Model,89110,2023-03-10,0.0302006507,0.0553951817,0.0479219903,21,100
Market-Adjusted Model,89125,2023-03-10,-0.023397934,-0.003089004,-0.005676595,21,100
Market-Adjusted Model,89129,2023-03-10,-0.019797739,-0.001877447,-0.0020764,21,100
Market-Adjusted Model,89134,2023-03-10,-0.234169292,-0.233463922,-0.216447952,21,100
Market-Adjusted Model,89138,2023-03-10,-0.045620799,-0.014137154,-0.027899459,21,100
Market-Adjusted Model,89139,2023-03-10,-0.031164377,-0.007989824,-0.013443037,21,100
Market-Adjusted Model,89141,2023-03-10,0.3690016122,0.3567455961,0.3867229518,21,100
Market-Adjusted Model,89154,2023-03-10,-0.71671052,-0.995673056,-0.69898918,21,100
Market-Adjusted Model,89155,2023-03-10,-0.041866657,-0.022325715,-0.024145318,21,100
Market-Adjusted Model,89162,2023-03-10,-0.014284253,0.0025265626,0.0034370863,21,100
Market-Adjusted Model,89167,2023-03-10,-0.080612656,-0.061165006,-0.062891316,21,100
Market-Adjusted Model,89169,2023-03-10,-0.031999969,-0.010130251,-0.014278629,21,100
Market-Adjusted Model,89175,2023-03-10,-0.253086398,-0.253092797,-0.235365058,21,100
Market-Adjusted Model,89179,2023-03-10,-0.057517723,-0.040589359,-0.039796383,21,100
Market-Adjusted Model,89187,2023-03-10,-0.034569034,-0.017595836,-0.016847694,21,100
Market-Adjusted Model,89188,2023-03-10,-0.061265302,-0.04369286,-0.043543962,21,100
Market-Adjusted Model,89189,2023-03-10,0.0096925069,0.0273235171,0.0274138465,21,100
Market-Adjusted Model,89190,2023-03-10,-0.080065323,-0.064145577,-0.062343984,21,100
Market-Adjusted Model,89191,2023-03-10,-0.005203344,0.0142202822,0.0125179955,21,100
Market-Adjusted Model,89195,2023-03-10,-0.188145336,-0.180542023,-0.170423997,21,100
Market-Adjusted Model,89199,2023-03-10,-0.231085483,-0.232465173,-0.213364144,21,100
Market-Adjusted Model,89202,2023-03-10,-0.215407865,-0.219257815,-0.197686525,21,100
Market-Adjusted Model,89211,2023-03-10,-0.14444113,-0.130693776,-0.126719791,21,100
Market-Adjusted Model,89215,2023-03-10,-0.101634369,-0.08902056,-0.083913029,21,100
Market-Adjusted Model,89216,2023-03-10,-0.127261499,-0.114878023,-0.10954016,21,100
Market-Adjusted Model,89217,2023-03-10,-0.21956196,-0.226427713,-0.20184062,21,100
Market-Adjusted Model,89221,2023-03-10,-0.005068923,0.0120751739,0.0126524165,21,100
Market-Adjusted Model,89231,2023-03-10,0.0500500511,0.0668819639,0.0677713907,21,100
Market-Adjusted Model,89232,2023-03-10,0.0521895734,0.069207734,0.069910913,21,100
Market-Adjusted Model,89233,2023-03-10,-0.012348627,0.0048760052,0.005372713,21,100
Market-Adjusted Model,89234,2023-03-10,-0.107574569,-0.094087516,-0.08985323,21,100
Market-Adjusted Model,89235,2023-03-10,-0.076783376,-0.059918089,-0.059062037,21,100
Market-Adjusted Model,89236,2023-03-10,-0.06499872,-0.047843404,-0.047277381,21,100
Market-Adjusted Model,89238,2023-03-10,-0.122529622,-0.106881029,-0.104808282,21,100
Market-Adjusted Model,89240,2023-03-10,-0.143632573,-0.135885375,-0.125911234,21,100
Market-Adjusted Model,89244,2023-03-10,0.0025188922,0.2849305456,0.0202402318,21,100
Market-Adjusted Model,89252,2023-03-10,-1.032467E-9,0.0304548672,0.0304927773,16,100
Market-Adjusted Model,89256,2023-03-10,-0.100719442,-0.087082125,-0.082998103,21,100
Market-Adjusted Model,89257,2023-03-10,-0.060082339,-0.043239953,-0.042360999,21,100
Market-Adjusted Model,89258,2023-03-10,-0.21254563,-0.213040696,-0.19482429,21,100
Market-Adjusted Model,89262,2023-03-10,-0.145688829,-0.129544248,-0.127967489,21,100
Market-Adjusted Model,89269,2023-03-10,-0.106320569,-0.093470303,-0.08859923,21,100
Market-Adjusted Model,89279,2023-03-10,-0.131679409,-0.11851709,-0.11395807,21,100
Market-Adjusted Model,89282,2023-03-10,0.0136524947,0.0304431523,0.0313738343,21,100
Market-Adjusted Model,89284,2023-03-10,-0.010295494,0.010124713,0.007425846,21,100
Market-Adjusted Model,89286,2023-03-10,-0.080298872,-0.064657683,-0.062577533,21,100
Market-Adjusted Model,89290,2023-03-10,-0.129407061,-0.115729461,-0.111685722,21,100
Market-Adjusted Model,89297,2023-03-10,-0.02264846,-0.004502767,-0.00492712,21,100
Market-Adjusted Model,89298,2023-03-10,-0.128412634,-0.117773109,-0.110691294,21,100
Market-Adjusted Model,89301,2023-03-10,0.1906653658,0.2535540608,0.2083867054,21,100
Market-Adjusted Model,89317,2023-03-10,-0.05649841,-0.03700825,-0.038777071,21,100
Market-Adjusted Model,89323,2023-03-10,-0.139045345,-0.120619504,-0.121324005,21,100
Market-Adjusted Model,89327,2023-03-10,-0.135271797,-0.121086467,-0.117550457,21,100
Market-Adjusted Model,89330,2023-03-10,-0.096799231,-0.080122767,-0.079077891,21,100
Market-Adjusted Model,89336,2023-03-10,-0.029452384,-0.013026087,-0.011731044,21,100
